series_title,imdb_rating,age_of_series,r_rated,no_of_seasons,sentiment,multiple_platforms,netflix,hulu,prime_video,true_crime,world_war,award_winning,serial_killer,emmy_award,love,genre_gameshow,genre_animation,genre_children,genre_crime,genre_drama,genre_anime,genre_comedy,genre_documentary,genre_reality,genre_fiction,genre_actionadventure,genre_homegarden,genre_standuptalk
Flint: Redemption,5.2,7,0,1,-0.296,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Superman,7.0,72,0,1,0.296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Sherlock Holmes,7.5,56,0,2,-0.1082,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Rebel,5.2,3,0,1,-0.896,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Deal or No Deal,5.0,15,0,5,0.7564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Ultimate Expedition,7.9,2,0,1,0.0258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Miles from Tomorrowland,6.6,5,0,5,0.8625,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
I Love Jenni,8.0,9,0,3,0.9118,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Take My Brother Away,6.7,2,0,1,0.6908,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Green Porno,8.0,12,0,3,0.6204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Flirty Dancing,6.6,1,0,1,0.7089,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Ending So Gently,6.3,3,0,1,0.8286,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Urban Legends,6.7,13,0,4,0.802,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Chief of Staff,7.9,1,0,2,-0.296,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Chopped Junior,6.5,5,0,9,0.8225,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bridget & Eamon,7.7,4,0,4,0.5813,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Beatless,5.6,2,0,2,0.7717,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
The Real Housewives of Dallas,4.9,4,0,4,0.4019,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Naked SNCTM,5.2,3,1,1,0.4754,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Space's Deepest Secrets,7.9,4,0,6,0.296,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Johnny Test,4.9,15,0,7,0.7506,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Behind Bars: Rookie Year,7.8,5,0,2,0.5267,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"My Sister, My Writer",4.4,2,0,1,0.9792,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Rumbling Hearts,7.6,17,0,2,0.9527,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
Father Brown,7.0,46,0,1,-0.4939,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
13 Reasons Why: Beyond the Reasons,6.5,3,1,3,-0.8934,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Green Room with Paul Provenza,8.4,10,1,2,-0.128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
The Chris Gethard Show,8.1,9,0,6,-0.3818,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Eagleheart,7.4,9,1,3,0.7832,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Real Sports with Bryant Gumbel,7.2,25,0,11,0.6597,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Myriad Colors Phantom World,6.2,4,0,2,0.8008,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
The Core,8.4,3,1,1,0.1779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Kino's Journey: The Beautiful World - The Animated Series,7.1,3,1,1,0.95,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"Location, Location, Location",6.4,20,0,25,0.7251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Explorer,8.1,35,0,38,0.6808,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Afflicted,4.9,2,1,1,-0.8442,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
21 Thunder,6.2,3,1,1,0.6486,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
Bakugan: Battle Planet,5.4,2,0,6,0.6476,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Atomic Betty,5.4,16,0,2,0.8399,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Inuyashiki Last Hero,6.6,3,0,1,0.7506,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dear My Friends,8.3,4,0,1,0.9349,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
Behind Enemy Lines,6.4,19,0,1,-0.8783,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
White Heat,7.1,8,1,1,-0.5445,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Love Tyrant,6.2,3,0,1,0.9781,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
Felix the Cat,6.8,62,0,16,0.5267,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Astroblast!,6.6,6,0,1,-0.6458,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
WorldEnd: What are you doing at the end of the world? Are you busy? Will you save us?,7.3,3,0,1,0.8706,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Nothing Trivial,7.5,9,0,4,0.9597,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
Roadkill,7.5,7,0,9,-0.0772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Alice,7.7,12,1,2,0.1531,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Unearthed,7.5,4,0,7,0.2023,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Secrets of the Zoo,7.5,2,0,3,0.7461,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grojband,6.2,7,0,1,0.3774,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
45 RPM,7.3,1,0,1,0.4939,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Bliss,5.2,2,0,1,0.4588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Flipper,5.3,25,0,4,0.3612,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Hibana: Spark,8.1,4,0,1,0.9201,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Zenimation,7.2,0,0,1,0.5994,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Heroic Age,7.1,13,0,1,0.8945,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
House Hunters Renovation,6.4,8,0,18,-0.0516,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Munsters Today,5.3,32,0,3,0.34,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Mary Mary,6.1,8,0,6,0.8062,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
UFO Files,6.8,16,0,3,0.1531,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Warrior,6.7,2,0,1,-0.6597,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
The Circle Brazil,6.8,0,0,1,0.8481,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Total Drama Action,7.5,11,0,2,0.8625,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Miz & Mrs,6.3,2,0,2,-0.296,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Abby's Ultimate Dance Competition,4.8,8,0,2,0.8583,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Nowhere Man,5.4,1,1,1,0.5859,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
Love Thy Neighbor,4.3,7,0,5,0.9451,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Missing,6.4,17,0,3,0.1226,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
72 Dangerous Animals: Latin America,6.8,3,0,1,-0.2732,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Maddigan's Quest,7.0,14,0,1,0.7506,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Goldie & Bear,6.4,5,0,6,0.8625,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Hello Kitty's Furry Tale Theater,6.2,33,0,1,0.34,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
One Night,7.8,8,0,1,-0.5267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Gypsy Sisters,3.9,7,0,4,-0.6705,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Candle in the Tomb,7.3,4,0,2,0.7783,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Witness,7.9,8,0,1,-0.9647,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
A Fine Romance,7.0,39,0,4,0.9842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
revisions,6.1,1,1,1,-0.8616,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
The Weird Al Show,7.6,23,0,1,-0.6467,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
High School Prodigies Have It Easy Even in Another World!,6.1,1,0,1,0.9647,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Bump in the Night,8.1,26,0,2,0.0202,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Axios,6.0,2,0,3,0.8387,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Family Karma,5.5,0,0,1,0.9117,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Zak Storm,7.0,4,0,1,0.9349,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Redakai: Cucereste Kairu,5.0,9,0,2,0.9243,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
8 Days That Made Rome,7.6,3,0,1,0.3774,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Graveyard Carz,5.9,8,0,12,-0.5574,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Protectors,6.8,48,0,2,0.963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Girlish Number,6.2,4,0,2,0.9321,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
William and Mary,7.6,17,0,3,0.9371,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
FIGHTWORLD,7.7,2,1,1,-0.5994,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Pioneer Woman,6.2,9,0,24,0.7251,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Dark Oracle,7.4,16,0,2,0.9656,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Mischief of the Gods,7.2,6,0,1,0.8996,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
Deadly Possessions,6.2,4,0,1,-0.8965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
My Little Pony: Equestria Girls,6.3,3,0,1,0.7088,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Forces of Nature with Brian Cox,8.2,4,0,1,0.6597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Tarzan: The Epic Adventures,6.5,24,0,1,0.9127,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Ronja the Robber's Daughter,7.2,6,0,1,0.8228,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Switch Girl!!,6.5,9,0,2,0.956,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
Hayate the Combat Butler,6.9,13,0,4,0.9722,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
Kannazuki no Miko,6.7,16,0,1,0.7984,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
People Magazine Investigates,7.6,4,0,4,0.0516,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
The Last Place on Earth,8.1,35,0,1,0.6808,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Spring Baking Championship,6.9,5,0,6,0.9694,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Little Women: Atlanta,5.2,4,0,5,0.8381,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Cain and Abel,7.7,11,0,1,-0.2732,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Boundless,8.5,7,0,3,0.2944,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Wild Boys,7.0,9,0,1,0.2023,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Celebrity Big Brother,5.5,2,0,2,0.4939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Serangoon Road,7.0,7,1,1,-0.3025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
How Do They Do It?,7.5,14,0,16,0.8641,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Bite Club,6.5,2,0,1,-0.8979,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Cleopatra in Space,7.4,0,0,1,0.5859,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Coast,8.0,15,0,11,0.8649,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Hell Date,7.3,13,0,7,-0.6486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sex Sent Me to the ER,5.4,7,1,4,0.7834,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Holiday Secrets,6.5,1,0,1,-0.1779,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Who The (Bleep) Did I Marry?,6.7,10,0,5,-0.533,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Days We Stared at the Sun,7.9,10,0,2,0.3612,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Love & Hip Hop Miami,4.2,2,0,3,0.5106,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Veni Vidi Vici,5.9,3,1,1,0.6124,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Bikini Destinations,6.5,17,1,5,0.296,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Noisey,7.9,4,0,2,0.5095,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Secret Agent,5.9,4,0,1,-0.9628,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Strawberry Shortcake,4.9,17,0,5,0.2732,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Sex On//,5.8,5,1,1,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Canimals,6.9,9,0,2,0.872,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"Heartland Docs, DVM",8.8,0,0,2,0.8442,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Crest of the Stars,7.6,21,0,4,-0.6577,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
Killer Instinct with Chris Hansen,7.5,5,0,3,-0.8313,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Revolutionary Love,6.9,3,0,1,0.9698,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Lilies,8.0,13,0,1,-0.4939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Legend of Prince Valiant,7.3,29,0,2,0.9042,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Danger Mouse,7.1,5,0,2,0.1761,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
This Is Life with Lisa Ling,7.7,6,0,6,0.0516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Other Guy,6.9,3,1,2,0.4215,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
The Show Must Go On: The Queen + Adam Lambert Story,7.9,1,0,1,-0.296,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Pasta,7.7,10,0,1,0.7769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Restaurants on the Edge,6.7,0,0,2,0.5859,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Sakura Quest,7.3,3,0,3,0.5423,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Flash Gordon,4.8,13,0,1,0.6597,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Samurai Harem,5.9,11,1,1,0.7472,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Barely Famous,7.1,5,0,2,0.2163,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Monty Python's Fliegender Zirkus,8.2,48,0,1,0.1531,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Toopy and Binoo,6.8,15,0,11,0.128,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
恋と選挙とチョコレート,7.2,8,1,1,0.9136,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
Monzón: A Knockout Blow,8.0,1,1,1,-0.2732,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Decoy,7.9,63,0,1,-0.5859,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marvel's Hero Project,5.6,1,0,1,0.9945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Alternatino,7.6,5,0,2,0.8074,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Elena's Ghost,7.6,5,0,1,-0.9696,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
Bridezillas,3.8,16,0,12,-0.508,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Mata Hari,6.2,3,0,1,-0.4377,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
My Next Life as a Villainess: All Routes Lead to Doom!,7.5,0,0,1,-0.9813,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Peanuts,7.4,4,0,1,0.4215,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Children of the Snow,7.1,1,0,1,-0.9861,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Southern Survival,5.7,0,0,1,-0.5719,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Holly Hobbie,6.4,2,0,2,0.7311,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Samantha!,6.5,2,0,2,0.555,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Tsunami: The Aftermath,6.9,14,1,1,-0.4939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Romeo × Juliet,7.3,13,0,1,0.836,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Comicstaan,6.8,2,1,1,0.6597,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Apache: La vida de Carlos Tevez,7.9,1,1,1,-0.6908,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
All Night,5.8,2,0,1,0.8658,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Masters of Science Fiction,6.8,13,0,1,-0.7783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Bethenny Ever After,4.8,10,0,3,0.6573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Strange Evidence,4.4,3,0,5,-0.5574,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Galaxy Express 999,7.8,42,0,1,0.9875,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Just You,7.4,7,0,1,-0.3481,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
The Aquarium,8.0,1,0,2,0.0516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Giada at Home,6.9,12,0,9,0.9077,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Alaska Off-Road Warriors,7.2,6,0,1,0.4767,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
El Reemplazante,8.4,8,0,2,-0.2732,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Sunny Day,6.6,3,0,6,0.9169,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Our Zoo,8.2,6,0,1,-0.5868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Hakkenden: Eight Dogs of the East,7.0,7,0,2,0.7703,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Juana la virgen,5.9,18,0,1,-0.0258,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Pleasure Zone,5.8,21,1,1,0.9835,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Scarborough,6.0,1,0,1,0.6059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Dragons' Den,6.8,15,0,15,0.1779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Dog Bites Man,8.1,14,0,1,0.872,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Go! Go! Cory Carson,8.0,0,0,2,0.8302,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Heavy Rescue: 401,6.9,3,0,4,-0.0258,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
The Fabric of the Cosmos,8.7,9,0,1,-0.2698,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Flavor of Love Girls: Charm School,5.9,13,0,1,0.9962,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Property Brothers: Forever Home,7.0,1,0,3,0.877,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Dr. Jin,6.5,8,0,1,-0.6349,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Girl/Girl Scene,5.4,10,1,3,0.9524,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
The Hunt for the Zodiac Killer,7.0,3,0,1,-0.9638,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Scorned: Love Kills,6.8,8,0,6,-0.3818,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
KREMEN,6.4,3,0,1,-0.6808,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
